BE/eV	PE: 46.95 eV
530.85	4007.5
530.8	3990.0
530.75	3877.5
530.7	4047.5
530.65	3857.5
530.6	4065.0
530.55	3890.0
530.5	3962.5
530.45	3715.0
530.4	3815.0
530.35	3570.0
530.3	3597.5
530.25	3690.0
530.2	3662.5
530.15	3627.5
530.1	3510.0
530.05	3420.0
530.0	3487.5
529.95	3325.0
529.9	3370.0
529.85	3512.5
529.8	3312.5
529.75	3307.5
529.7	3270.0
529.65	3132.5
529.6	3385.0
529.55	3235.0
529.5	3047.5
529.45	3140.0
529.4	3022.5
529.35	3072.5
529.3	3040.0
529.25	2880.0
529.2	2877.5
529.15	2797.5
529.1	2832.5
529.05	2965.0
529.0	2865.0
528.95	2777.5
528.9	2940.0
528.85	2767.5
528.8	2855.0
528.75	2690.0
528.7	2690.0
528.65	2840.0
528.6	2787.5
528.55	2705.0
528.5	2687.5
528.45	2665.0
528.4	2730.0
528.35	2732.5
528.3	2620.0
528.25	2745.0
528.2	2722.5
528.15	2740.0
528.1	2625.0
528.05	2617.5
528.0	2727.5
527.95	2692.5
527.9	2667.5
527.85	2655.0
527.8	2707.5
527.75	2597.5
527.7	2600.0
527.65	2580.0
527.6	2507.5
527.55	2607.5
527.5	2517.5
527.45	2665.0
527.4	2612.5
527.35	2770.0
527.3	2620.0
527.25	2540.0
527.2	2545.0
527.15	2565.0
527.1	2457.5
527.05	2700.0
527.0	2627.5
526.95	2465.0
526.9	2542.5
526.85	2622.5
526.8	2700.0
526.75	2545.0
526.7	2527.5
526.65	2710.0
526.6	2567.5
526.55	2567.5
526.5	2672.5
526.45	2652.5
526.4	2560.0
526.35	2662.5
526.3	2625.0
526.25	2582.5
526.2	2707.5
526.15	2697.5
526.1	2532.5
526.05	2555.0
526.0	2465.0
525.95	2580.0
525.9	2577.5
525.85	2742.5
525.8	2650.0
525.75	2715.0
525.7	2785.0
525.65	2637.5
525.6	2487.5
525.55	2545.0
525.5	2617.5
525.45	2747.5
525.4	2752.5
525.35	2520.0
525.3	2625.0
525.25	2697.5
525.2	2612.5
525.15	2595.0
525.1	2405.0
525.05	2687.5
525.0	2552.5
