BE/eV	PE: 160.0 eV
599.0	2712.0
598.0	2815.0
597.0	2835.0
596.0	2808.0
595.0	2779.0
594.0	2784.0
593.0	2818.0
592.0	2791.0
591.0	2708.0
590.0	2721.0
589.0	2665.0
588.0	2669.0
587.0	2656.0
586.0	2643.0
585.0	2601.0
584.0	2541.0
583.0	2563.0
582.0	2558.0
581.0	2664.0
580.0	2640.0
579.0	2658.0
578.0	2650.0
577.0	2650.0
576.0	2584.0
575.0	2661.0
574.0	2684.0
573.0	2679.0
572.0	2719.0
571.0	2735.0
570.0	2614.0
569.0	2660.0
568.0	2675.0
567.0	2705.0
566.0	2741.0
565.0	2727.0
564.0	2673.0
563.0	2656.0
562.0	2709.0
561.0	2686.0
560.0	2674.0
559.0	2699.0
558.0	2655.0
557.0	2654.0
556.0	2658.0
555.0	2640.0
554.0	2724.0
553.0	2742.0
552.0	2785.0
551.0	2751.0
550.0	2757.0
549.0	2780.0
548.0	2760.0
547.0	2780.0
546.0	2769.0
545.0	2710.0
544.0	2759.0
543.0	2718.0
542.0	2726.0
541.0	2676.0
540.0	2571.0
539.0	2511.0
538.0	2527.0
537.0	2538.0
536.0	2490.0
535.0	2487.0
534.0	2426.0
533.0	2417.0
532.0	2492.0
531.0	2853.0
530.0	3694.0
529.0	5454.0
528.0	6050.0
527.0	3985.0
526.0	2452.0
525.0	2221.0
524.0	2147.0
523.0	2078.0
522.0	2111.0
521.0	2122.0
520.0	2182.0
519.0	2121.0
518.0	2184.0
517.0	2182.0
516.0	2148.0
515.0	2176.0
514.0	2172.0
513.0	2149.0
512.0	2205.0
511.0	2167.0
510.0	2150.0
509.0	2113.0
508.0	2170.0
507.0	2090.0
506.0	2111.0
505.0	2107.0
504.0	2159.0
503.0	2096.0
502.0	2125.0
501.0	2128.0
500.0	2112.0
499.0	2120.0
498.0	2107.0
497.0	2052.0
496.0	2261.0
495.0	2239.0
494.0	2266.0
493.0	2257.0
492.0	2236.0
491.0	2202.0
490.0	2156.0
489.0	2124.0
488.0	2120.0
487.0	2033.0
486.0	2003.0
485.0	1997.0
484.0	2065.0
483.0	2111.0
482.0	1997.0
481.0	1970.0
480.0	2032.0
479.0	2015.0
478.0	1978.0
477.0	1933.0
476.0	1878.0
475.0	2010.0
474.0	1994.0
473.0	2034.0
472.0	1942.0
471.0	2011.0
470.0	2039.0
469.0	2074.0
468.0	2013.0
467.0	2024.0
466.0	1956.0
465.0	1971.0
464.0	1976.0
463.0	1928.0
462.0	1917.0
461.0	2009.0
460.0	2038.0
459.0	1919.0
458.0	2023.0
457.0	2054.0
456.0	1964.0
455.0	1966.0
454.0	2009.0
453.0	2052.0
452.0	1962.0
451.0	1933.0
